"GG Langtext","DST Langtext","Förderprogramm","Postleitzahl","Ausbezahlte Fördersumme","Anzahl der Förderfälle","jahr"
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1040",173200,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1090",1083450,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Förderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1050",89880,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Förderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1040",1051500,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Förderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1010",120000,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1090",3750,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1150",4450,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1020",3750,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1060",2230,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1160",3750,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1150",3750,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1030",3730,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1160",3750,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1020",3750,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1100",3920,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1070",900,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1160",3930,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1090",3350,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1220",2980,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1150",3560,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1150",1850,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Kleinprojektförderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1100",2970,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Förderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1170",10000,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1160",40746,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1020",57636,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1020",40119,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1110",58644,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1020",31830,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1090",50400,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1050",191520,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1030",32940,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1090",656717,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1050",54354,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1110",69222,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1040",621566,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1160",23184,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1170",61599,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Initiative Erwachsenenbildung - Basisbildung","1170",50439,1,2023
"Bildung, Jugend, Integration und Transparenz","Integration und Diversität","Förderung von integrations- und diversitätsrelevanten Projekten und Organisationen","1090",210000,1,2023
"Bildung, Jugend, Integration und Transparenz","Kinder- und Jugendhilfe","Förderung des Essensbeitrages in Kinderbetreuungseinrichtungen","#",1637773.75,5367,2023
"Bildung, Jugend, Integration und Transparenz","Kinder- und Jugendhilfe","Finanzielle Unterstützung von Angeboten für Kinder und Jugendliche","1220",1789000,1,2023
"Bildung, Jugend, Integration und Transparenz","Kinder- und Jugendhilfe","Finanzielle Unterstützung von Angeboten für Kinder und Jugendliche","1030",440000,1,2023
"Bildung, Jugend, Integration und Transparenz","Kinder- und Jugendhilfe","Finanzielle Unterstützung von Angeboten für Kinder und Jugendliche","1210",1e+05,1,2023
"Bildung, Jugend, Integration und Transparenz","Kinder- und Jugendhilfe","Finanzielle Unterstützung von Angeboten für Kinder und Jugendliche","1090",2247000,1,2023
"Bildung, Jugend, Integration und Transparenz","Kinder- und Jugendhilfe","Finanzielle Unterstützung von Angeboten für Kinder und Jugendliche","1150",540000,1,2023
"Bildung, Jugend, Integration und Transparenz","Kinder- und Jugendhilfe","Finanzielle Unterstützung von Angeboten für Kinder und Jugendliche","1100",253011,1,2023
"Bildung, Jugend, Integration und Transparenz","Kinder- und Jugendhilfe","Finanzielle Unterstützung von Angeboten für Kinder und Jugendliche","1200",1798206.46,1,2023
"Bildung, Jugend, Integration und Transparenz","Kinder- und Jugendhilfe","Finanzielle Unterstützung von Angeboten für Kinder und Jugendliche","1010",10000,1,2023
"Bildung, Jugend, Integration und Transparenz","Kinder- und Jugendhilfe","Finanzielle Unterstützung von Angeboten für Kinder und Jugendliche","1020",25000,1,2023
"Bildung, Jugend, Integration und Transparenz","Kinder- und Jugendhilfe","Finanzielle Unterstützung von Angeboten für Kinder und Jugendliche","1220",5175,1,2023
"Bildung, Jugend, Integration und Transparenz","Kinder- und Jugendhilfe","Finanzielle Unterstützung von Angeboten für Kinder und Jugendliche","1120",33000,1,2023
"Bildung, Jugend, Integration und Transparenz","Kinder- und Jugendhilfe","Finanzielle Unterstützung von Angeboten für Kinder und Jugendliche","1010",109000,1,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen des Modells ""Beitragsfreier Kindergarten"" in Wien - Vollförderung","#",380703294.59,615791,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen des Modells ""Beitragsfreier Kindergarten"" in Wien - Wr.Kinder in BL","#",474952.86,1620,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Innovationsförd.zur Anhebung d.Mindestanzahl d.Betreuungsst.v.Assistent*innen in KDG-Gruppen","#",10826368.34,7580,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen für Kinder mit Behinderungen bis zum Beginn der Schulpflicht in Integrationsgruppen","#",1067965.29,2182,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderung innovativer Projekte zum Erwerb von Bildungskompetenzen für chancenbenachteiligte Kinder","#",274760.62,1,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Unterstützungsmaßnahme 2023","#",12972000,411,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen des Modells ""Beitragsfreier Kindergarten"" in Wien - Basisförderung","#",3601752.74,12971,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen des Modells ""Beitragsfreier Kindergarten"" in Wien - Tageselternvereine","#",5731114.5,7780,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Ermäßigung des Elternbeitrages für Schulkinder mit Hauptwohnsitz in Wien in einem städtischen Hort","#",2837222.9,18317,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Sonderfinanzierung Förderung Energie","#",13024200,411,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderung von heilpädagogischen Hortgruppen","1190",547746,72,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Gruppenzuschlag I","1070",661108.24,488,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Oma Dienst","1010",19900,1,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Gruppenzuschlag I","1080",634013.64,470,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Gruppenzuschlag I (Spital)","1080",48769.68,12,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Zuschlag II (A-Häuser)","1070",45517.92,168,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Zuschlag II (A-Häuser)","1080",24384.6,92,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1110",41568.8,12,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1160",38816.24,16,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1010",29059.68,12,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1140",9732.55,12,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1080",41568.8,12,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1120",29059.68,12,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Zusammenhang mit der Schaffung von neuen elementaren Bildungsplätzen","1080",675000,1,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1170",1621183.2,468,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1040",8941.44,11,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1010",166275.2,48,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1020",249412.8,72,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1140",13856.5,12,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","3052",41568.8,12,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1140",10392.37,10,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1140",116238.72,48,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1060",58119.36,24,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1070",1736652.85,528,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Zusammenhang mit der Schaffung von neuen elementaren Bildungsplätzen","1010",597000,1,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1030",50806.47,20,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1100",41568.8,12,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1100",27712.53,9,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1080",38599.6,11,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1120",83137.6,24,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1190",13856.5,12,2023
"Bildung, Jugend, Integration und Transparenz","Kindergärten","Förderungen im Rahmen der Hortgruppenförderung in Wien","1040",58119.36,24,2023
